P1,P1_House,Aspect,P2,P2_House,EventType,Type,Date,Time,Timezone,Age,Pos1_Deg,Pos1_Sign,Pos1_Dir,Pos2_Deg,Pos2_Sign,Pos2_Dir
Moon,1,Quincunx,Jupiter,8,Enter,Sp-Na,2002-01-26,13:05:17,AWST,5.483,8.367,Gemini,Dir,9.367,Capricorn,Rx
NorthNode,1,Quincunx,Neptune,9,Leave,Tr-Na,2002-01-27,14:41:02,AWST,5.486,24.95,Gemini,Rx,25.95,Capricorn,Rx
Jupiter,2,Square,Saturn,11,Exact,Tr-Na,2002-01-29,12:40:33,AWST,5.491,7.2,Cancer,Rx,7.2,Aries,Rx
Mercury,4,Square,ASC,1,Exact,Sp-Sp,2002-01-30,16:17:15,AWST,5.494,9.883,Virgo,Dir,9.883,Gemini,Dir
Mercury,4,Trine,Jupiter,8,Leave,Sp-Sp,2002-02-01,05:30:35,AWST,5.498,9.883,Virgo,Dir,8.883,Capricorn,Rx
Chiron,8,Opposition,Mars,2,Exact,Tr-Na,2002-02-01,07:50:32,AWST,5.499,5.3,Capricorn,Dir,5.3,Cancer,Dir
Jupiter,8,Quincunx,ASC,1,Leave,Sp-Sp,2002-02-01,21:31:20,AWST,5.500,8.883,Capricorn,Rx,9.883,Gemini,Dir
Chiron,8,Quincunx,ASC,1,Leave,Tr-Na,2002-02-02,07:25:11,AWST,5.501,5.383,Capricorn,Dir,4.383,Gemini,Dir
NorthNode,1,Semi-Square,Sun,3,Leave,Tr-Na,2002-02-02,19:01:30,AWST,5.503,24.633,Gemini,Rx,10.633,Leo,Dir
Uranus,10,Semi-Square,Jupiter,8,Exact,Tr-Na,2002-02-06,06:32:27,AWST,5.512,24.367,Aquarius,Dir,9.367,Capricorn,Rx
Saturn,1,Station,,,Direct,Tr,2002-02-08,09:31:54,AWST,5.518,8.017,Gemini,Dir,,,
Jupiter,2,Conjunction,Mars,2,Enter,Tr-Na,2002-02-09,14:14:23,AWST,5.521,6.3,Cancer,Rx,5.3,Cancer,Dir
Jupiter,2,Square,Saturn,11,Leave,Tr-Na,2002-02-10,23:53:45,AWST,5.525,6.2,Cancer,Rx,7.2,Aries,Rx
Moon,1,Quincunx,Jupiter,8,Exact,Sp-Sp,2002-02-11,04:25:32,AWST,5.526,8.883,Gemini,Dir,8.883,Capricorn,Rx
Chiron,8,Square,Saturn,11,Enter,Tr-Na,2002-02-11,14:46:32,AWST,5.527,6.2,Capricorn,Dir,7.2,Aries,Rx
Moon,1,Conjunction,ASC,1,Enter,Sp-Sp,2002-02-12,01:14:04,AWST,5.528,8.917,Gemini,Dir,9.917,Gemini,Dir
Moon,1,Square,Mercury,4,Enter,Sp-Sp,2002-02-12,13:40:17,AWST,5.529,8.933,Gemini,Dir,9.933,Virgo,Dir
Chiron,8,Opposition,Mars,2,Leave,Tr-Na,2002-02-12,16:36:26,AWST,5.530,6.3,Capricorn,Dir,5.3,Cancer,Dir
Pluto,7,Semi-Square,Uranus,9,Exact,Tr-Na,2002-02-13,05:34:09,AWST,5.531,17.267,Sagittarius,Dir,2.267,Aquarius,Rx
Uranus,10,Sesquiquadrate,Chiron,5,Enter,Tr-Na,2002-02-17,03:51:36,AWST,5.542,24.983,Aquarius,Dir,10.983,Libra,Dir
Uranus,10,Sesquiquadrate,NorthNode,5,Enter,Tr-Na,2002-02-18,08:49:38,AWST,5.545,25.067,Aquarius,Dir,11.067,Libra,Rx
Mercury,4,Sesquiquadrate,Neptune,9,Enter,Sp-Na,2002-02-18,18:23:35,AWST,5.546,9.95,Virgo,Dir,25.95,Capricorn,Rx
Uranus,10,Trine,Venus,1,Enter,Tr-Na,2002-02-22,01:19:19,AWST,5.555,25.267,Aquarius,Dir,26.267,Gemini,Dir
Saturn,1,Sextile,Saturn,11,Leave,Tr-Na,2002-02-22,09:05:01,AWST,5.556,8.2,Gemini,Dir,7.2,Aries,Rx
Uranus,10,Semi-Square,Jupiter,8,Leave,Tr-Na,2002-02-23,14:14:23,AWST,5.560,25.367,Aquarius,Dir,9.367,Capricorn,Rx
Chiron,8,Square,Saturn,11,Exact,Tr-Na,2002-02-24,11:46:28,AWST,5.562,7.2,Capricorn,Dir,7.2,Aries,Rx
Moon,1,Quincunx,Jupiter,8,Exact,Sp-Na,2002-02-25,08:12:54,AWST,5.564,9.367,Gemini,Dir,9.367,Capricorn,Rx
Saturn,1,Quincunx,Jupiter,8,Enter,Tr-Na,2002-02-27,09:05:53,AWST,5.570,8.367,Gemini,Dir,9.367,Capricorn,Rx
ASC,1,Sesquiquadrate,Neptune,9,Enter,Sp-Na,2002-02-27,15:45:20,AWST,5.571,9.95,Gemini,Dir,25.95,Capricorn,Rx
Mercury,4,Sextile,Mars,2,Leave,Sp-Sp,2002-03-01,09:12:56,AWST,5.575,10.0,Virgo,Dir,9.0,Cancer,Dir
Jupiter,2,Station,,,Direct,Tr,2002-03-01,23:14:36,AWST,5.577,5.617,Cancer,Dir,,,
Neptune,9,Opposition,Sun,3,Enter,Tr-Na,2002-03-02,04:01:01,AWST,5.578,9.633,Aquarius,Dir,10.633,Leo,Dir
Moon,1,Sextile,Sun,3,Enter,Sp-Na,2002-03-05,08:20:34,AWST,5.586,9.633,Gemini,Dir,10.633,Leo,Dir
Uranus,10,Sesquiquadrate,Chiron,5,Exact,Tr-Na,2002-03-06,17:56:17,AWST,5.590,25.983,Aquarius,Dir,10.983,Libra,Dir
Uranus,10,Sesquiquadrate,NorthNode,5,Exact,Tr-Na,2002-03-08,00:16:43,AWST,5.594,26.067,Aquarius,Dir,11.067,Libra,Rx
Moon,1,Trine,NorthNode,5,Enter,Sp-Sp,2002-03-09,08:25:52,AWST,5.597,9.767,Gemini,Dir,10.767,Libra,Rx
Saturn,11,Semi-Square,MC,10,Exact,Sp-Sp,2002-03-10,10:02:24,AWST,5.600,7.05,Aries,Rx,22.05,Aquarius,Dir
Moon,1,Sesquiquadrate,Neptune,9,Enter,Sp-Sp,2002-03-10,20:24:43,AWST,5.601,9.817,Gemini,Dir,25.817,Capricorn,Rx
Uranus,10,Trine,Venus,1,Exact,Tr-Na,2002-03-11,21:56:35,AWST,5.604,26.267,Aquarius,Dir,26.267,Gemini,Dir
ASC,1,Trine,Chiron,5,Enter,Sp-Na,2002-03-12,06:29:06,AWST,5.605,9.983,Gemini,Dir,10.983,Libra,Dir
Chiron,8,Square,Saturn,11,Leave,Tr-Na,2002-03-12,19:01:22,AWST,5.607,8.2,Capricorn,Dir,7.2,Aries,Rx
Moon,1,Quincunx,Jupiter,8,Leave,Sp-Sp,2002-03-12,19:29:48,AWST,5.607,9.883,Gemini,Dir,8.883,Capricorn,Rx
Neptune,9,Trine,Chiron,5,Enter,Tr-Na,2002-03-13,11:53:29,AWST,5.609,9.983,Aquarius,Dir,10.983,Libra,Dir
Moon,1,Sesquiquadrate,Neptune,9,Enter,Sp-Na,2002-03-15,02:42:28,AWST,5.613,9.95,Gemini,Dir,25.95,Capricorn,Rx
Neptune,9,Trine,NorthNode,5,Enter,Tr-Na,2002-03-15,20:31:21,AWST,5.615,10.067,Aquarius,Dir,11.067,Libra,Rx
Chiron,8,Conjunction,Jupiter,8,Enter,Tr-Na,2002-03-15,22:26:40,AWST,5.615,8.367,Capricorn,Dir,9.367,Capricorn,Rx
Moon,1,Trine,Chiron,5,Enter,Sp-Na,2002-03-16,02:46:55,AWST,5.616,9.983,Gemini,Dir,10.983,Libra,Dir
Neptune,9,Semi-Square,Moon,11,Enter,Tr-Na,2002-03-16,06:55:34,AWST,5.616,10.067,Aquarius,Dir,26.067,Pisces,Dir
Moon,1,Conjunction,ASC,1,Exact,Sp-Sp,2002-03-16,10:44:54,AWST,5.617,10.0,Gemini,Dir,10.0,Gemini,Dir
Moon,1,Trine,NorthNode,5,Enter,Sp-Na,2002-03-18,04:44:40,AWST,5.621,10.067,Gemini,Dir,11.067,Libra,Rx
Moon,1,Square,Mercury,4,Exact,Sp-Sp,2002-03-18,07:44:23,AWST,5.622,10.067,Gemini,Dir,10.067,Virgo,Dir
Saturn,1,Quincunx,Jupiter,8,Exact,Tr-Na,2002-03-18,16:43:14,AWST,5.623,9.367,Gemini,Dir,9.367,Capricorn,Rx
Pluto,7,Station,,,Retrograde,Tr,2002-03-20,22:53:57,AWST,5.629,17.617,Sagittarius,Rx,,,
Jupiter,2,Square,Saturn,11,Enter,Tr-Na,2002-03-21,02:32:34,AWST,5.629,6.2,Cancer,Dir,7.2,Aries,Rx
Saturn,1,Sextile,Sun,3,Enter,Tr-Na,2002-03-22,12:21:46,AWST,5.633,9.633,Gemini,Dir,10.633,Leo,Dir
Jupiter,2,Conjunction,Mars,2,Leave,Tr-Na,2002-03-22,12:44:17,AWST,5.633,6.3,Cancer,Dir,5.3,Cancer,Dir
Neptune,9,Sesquiquadrate,Venus,1,Enter,Tr-Na,2002-03-23,12:50:49,AWST,5.636,10.267,Aquarius,Dir,26.267,Gemini,Dir
Uranus,10,Sesquiquadrate,Chiron,5,Leave,Tr-Na,2002-03-25,21:07:39,AWST,5.642,26.983,Aquarius,Dir,10.983,Libra,Dir
Saturn,1,Sesquiquadrate,Neptune,9,Enter,Tr-Na,2002-03-26,19:30:26,AWST,5.645,9.95,Gemini,Dir,25.95,Capricorn,Rx
Moon,1,Quincunx,Jupiter,8,Leave,Sp-Na,2002-03-27,04:20:13,AWST,5.646,10.367,Gemini,Dir,9.367,Capricorn,Rx
Saturn,1,Trine,Chiron,5,Enter,Tr-Na,2002-03-27,05:40:02,AWST,5.646,9.983,Gemini,Dir,10.983,Libra,Dir
Uranus,10,Sesquiquadrate,NorthNode,5,Leave,Tr-Na,2002-03-27,07:51:37,AWST,5.646,27.067,Aquarius,Dir,11.067,Libra,Rx
Saturn,1,Trine,NorthNode,5,Enter,Tr-Na,2002-03-28,02:31:26,AWST,5.649,10.067,Gemini,Dir,11.067,Libra,Rx
Saturn,1,Quincunx,Jupiter,8,Leave,Tr-Na,2002-03-31,17:17:17,AWST,5.658,10.367,Gemini,Dir,9.367,Capricorn,Rx
Uranus,10,Trine,Venus,1,Leave,Tr-Na,2002-03-31,20:57:48,AWST,5.659,27.267,Aquarius,Dir,26.267,Gemini,Dir
Moon,1,Trine,Chiron,5,Enter,Sp-Sp,2002-04-02,09:18:12,AWST,5.663,10.567,Gemini,Dir,11.567,Libra,Dir
Jupiter,2,Square,Saturn,11,Exact,Tr-Na,2002-04-02,18:06:09,AWST,5.664,7.2,Cancer,Dir,7.2,Aries,Rx
Saturn,1,Sextile,Sun,3,Exact,Tr-Na,2002-04-03,18:51:28,AWST,5.667,10.633,Gemini,Dir,10.633,Leo,Dir
Moon,1,Sextile,Sun,3,Exact,Sp-Na,2002-04-04,04:43:42,AWST,5.668,10.633,Gemini,Dir,10.633,Leo,Dir
Saturn,1,Sesquiquadrate,Neptune,9,Exact,Tr-Na,2002-04-07,08:34:34,AWST,5.677,10.95,Gemini,Dir,25.95,Capricorn,Rx
ASC,1,Trine,NorthNode,5,Enter,Sp-Na,2002-04-07,11:01:29,AWST,5.677,10.067,Gemini,Dir,11.067,Libra,Rx
Saturn,1,Trine,Chiron,5,Exact,Tr-Na,2002-04-07,17:09:44,AWST,5.678,10.983,Gemini,Dir,10.983,Libra,Dir
Moon,1,Trine,NorthNode,5,Exact,Sp-Sp,2002-04-08,01:51:19,AWST,5.679,10.767,Gemini,Dir,10.767,Libra,Rx
Neptune,9,Opposition,Sun,3,Exact,Tr-Na,2002-04-08,06:44:42,AWST,5.679,10.633,Aquarius,Dir,10.633,Leo,Dir
Saturn,1,Trine,NorthNode,5,Exact,Tr-Na,2002-04-08,10:51:41,AWST,5.680,11.067,Gemini,Dir,11.067,Libra,Rx
Moon,1,Sesquiquadrate,Neptune,9,Exact,Sp-Sp,2002-04-09,15:30:43,AWST,5.683,10.817,Gemini,Dir,25.817,Capricorn,Rx
Jupiter,2,Square,Saturn,11,Leave,Tr-Na,2002-04-12,00:04:11,AWST,5.689,8.2,Cancer,Dir,7.2,Aries,Rx
Jupiter,2,Opposition,Jupiter,8,Enter,Tr-Na,2002-04-13,06:40:18,AWST,5.693,8.367,Cancer,Dir,9.367,Capricorn,Rx
Moon,1,Sesquiquadrate,Neptune,9,Exact,Sp-Na,2002-04-13,23:24:44,AWST,5.695,10.95,Gemini,Dir,25.95,Capricorn,Rx
Saturn,1,Sextile,Sun,3,Leave,Tr-Na,2002-04-14,05:59:05,AWST,5.695,11.633,Gemini,Dir,10.633,Leo,Dir
Moon,1,Trine,Chiron,5,Exact,Sp-Na,2002-04-14,23:31:08,AWST,5.697,10.983,Gemini,Dir,10.983,Libra,Dir
Moon,1,Trine,NorthNode,5,Exact,Sp-Na,2002-04-17,01:32:57,AWST,5.703,11.067,Gemini,Dir,11.067,Libra,Rx
Saturn,1,Sesquiquadrate,Neptune,9,Leave,Tr-Na,2002-04-17,10:16:17,AWST,5.704,11.95,Gemini,Dir,25.95,Capricorn,Rx
Chiron,8,Station,,,Retrograde,Tr,2002-04-17,14:40:01,AWST,5.705,9.133,Capricorn,Rx,,,
Saturn,1,Trine,Chiron,5,Leave,Tr-Na,2002-04-17,17:58:28,AWST,5.705,11.983,Gemini,Dir,10.983,Libra,Dir
Moon,1,Conjunction,ASC,1,Leave,Sp-Sp,2002-04-17,21:28:35,AWST,5.705,11.083,Gemini,Dir,10.083,Gemini,Dir
Saturn,1,Trine,NorthNode,5,Leave,Tr-Na,2002-04-18,09:53:16,AWST,5.707,12.067,Gemini,Dir,11.067,Libra,Rx
Jupiter,2,Opposition,Jupiter,8,Exact,Tr-Na,2002-04-20,21:51:22,AWST,5.714,9.367,Cancer,Dir,9.367,Capricorn,Rx
Moon,1,Square,Mercury,4,Leave,Sp-Sp,2002-04-21,03:01:54,AWST,5.714,11.2,Gemini,Dir,10.2,Virgo,Dir
Jupiter,2,Square,Chiron,5,Enter,Tr-Na,2002-04-25,07:00:35,AWST,5.726,9.983,Cancer,Dir,10.983,Libra,Dir
Jupiter,2,Square,NorthNode,5,Enter,Tr-Na,2002-04-25,18:17:30,AWST,5.727,10.067,Cancer,Dir,11.067,Libra,Rx
Pluto,7,Semi-Square,Uranus,9,Exact,Tr-Na,2002-04-26,21:26:18,AWST,5.730,17.267,Sagittarius,Rx,2.267,Aquarius,Rx
Jupiter,2,Opposition,Jupiter,8,Leave,Tr-Na,2002-04-27,18:12:14,AWST,5.732,10.367,Cancer,Dir,9.367,Capricorn,Rx
Jupiter,2,Square,Chiron,5,Exact,Tr-Na,2002-05-01,18:50:10,AWST,5.743,10.983,Cancer,Dir,10.983,Libra,Dir
Jupiter,2,Square,NorthNode,5,Exact,Tr-Na,2002-05-02,05:16:49,AWST,5.745,11.067,Cancer,Dir,11.067,Libra,Rx
Moon,1,Trine,Chiron,5,Exact,Sp-Sp,2002-05-02,12:51:29,AWST,5.746,11.583,Gemini,Dir,11.583,Libra,Dir
Moon,1,Sextile,Sun,3,Leave,Sp-Na,2002-05-04,02:04:51,AWST,5.750,11.633,Gemini,Dir,10.633,Leo,Dir
Moon,1,Trine,NorthNode,5,Leave,Sp-Sp,2002-05-07,20:14:14,AWST,5.760,11.75,Gemini,Dir,10.75,Libra,Rx
Jupiter,2,Square,Chiron,5,Leave,Tr-Na,2002-05-07,20:15:45,AWST,5.760,11.983,Cancer,Dir,10.983,Libra,Dir
Jupiter,2,Square,NorthNode,5,Leave,Tr-Na,2002-05-08,06:05:28,AWST,5.761,12.067,Cancer,Dir,11.067,Libra,Rx
Moon,1,Sesquiquadrate,Neptune,9,Leave,Sp-Sp,2002-05-09,11:34:52,AWST,5.765,11.817,Gemini,Dir,25.817,Capricorn,Rx
MC,10,Semi-Square,Saturn,11,Exact,Sp-Na,2002-05-11,15:22:19,AWST,5.770,22.2,Aquarius,Dir,7.2,Aries,Rx
Neptune,9,Station,,,Retrograde,Tr,2002-05-13,20:10:23,AWST,5.776,10.967,Aquarius,Rx,,,
Moon,1,Sesquiquadrate,Neptune,9,Leave,Sp-Na,2002-05-13,21:04:37,AWST,5.777,11.95,Gemini,Dir,25.95,Capricorn,Rx
Moon,1,Trine,Chiron,5,Leave,Sp-Na,2002-05-14,21:12:56,AWST,5.779,11.983,Gemini,Dir,10.983,Libra,Dir
Moon,1,Trine,NorthNode,5,Leave,Sp-Na,2002-05-16,23:18:42,AWST,5.785,12.067,Gemini,Dir,11.067,Libra,Rx
Saturn,1,Trine,MC,10,Enter,Tr-Na,2002-05-19,07:17:39,AWST,5.791,15.683,Gemini,Dir,16.683,Aquarius,Dir
Jupiter,2,Sesquiquadrate,Pluto,6,Enter,Tr-Na,2002-05-20,22:21:40,AWST,5.796,14.35,Cancer,Dir,0.35,Sagittarius,Rx
Chiron,8,Conjunction,Jupiter,8,Leave,Tr-Na,2002-05-21,05:32:24,AWST,5.797,8.367,Capricorn,Rx,9.367,Capricorn,Rx
Pluto,7,Sextile,MC,10,Exact,Tr-Na,2002-05-22,21:17:12,AWST,5.801,16.683,Sagittarius,Rx,16.683,Aquarius,Dir
Saturn,1,Sesquiquadrate,Uranus,9,Enter,Tr-Na,2002-05-23,21:38:11,AWST,5.804,16.267,Gemini,Dir,2.267,Aquarius,Rx
Venus,2,Quincunx,Uranus,9,Enter,Sp-Sp,2002-05-24,13:19:18,AWST,5.806,1.033,Cancer,Dir,2.033,Aquarius,Rx
Chiron,8,Square,Saturn,11,Enter,Tr-Na,2002-05-24,14:17:48,AWST,5.806,8.2,Capricorn,Rx,7.2,Aries,Rx
Jupiter,2,Sesquiquadrate,Pluto,6,Exact,Tr-Na,2002-05-26,03:38:44,AWST,5.810,15.35,Cancer,Dir,0.35,Sagittarius,Rx
Saturn,1,Trine,MC,10,Exact,Tr-Na,2002-05-27,03:56:21,AWST,5.813,16.683,Gemini,Dir,16.683,Aquarius,Dir
Jupiter,2,Semi-Square,Mercury,4,Enter,Tr-Na,2002-05-27,11:51:09,AWST,5.814,15.6,Cancer,Dir,1.6,Virgo,Dir
Jupiter,2,Quincunx,MC,10,Enter,Tr-Na,2002-05-27,21:08:50,AWST,5.815,15.683,Cancer,Dir,16.683,Aquarius,Dir
Jupiter,2,Sesquiquadrate,Pluto,6,Leave,Tr-Na,2002-05-31,05:18:18,AWST,5.824,16.35,Cancer,Dir,0.35,Sagittarius,Rx
Saturn,1,Sesquiquadrate,Uranus,9,Exact,Tr-Na,2002-05-31,16:28:04,AWST,5.825,17.267,Gemini,Dir,2.267,Aquarius,Rx
Jupiter,2,Semi-Square,Mercury,4,Exact,Tr-Na,2002-06-01,12:40:35,AWST,5.828,16.6,Cancer,Dir,1.6,Virgo,Dir
Moon,1,Trine,Chiron,5,Leave,Sp-Sp,2002-06-01,17:23:45,AWST,5.828,12.583,Gemini,Dir,11.583,Libra,Dir
Jupiter,2,Quincunx,MC,10,Exact,Tr-Na,2002-06-01,21:44:13,AWST,5.829,16.683,Cancer,Dir,16.683,Aquarius,Dir
Mercury,4,Trine,Jupiter,8,Leave,Sp-Na,2002-06-02,13:42:11,AWST,5.831,10.367,Virgo,Dir,9.367,Capricorn,Rx
NorthNode,1,Sesquiquadrate,Uranus,9,Enter,Tr-Na,2002-06-03,00:27:19,AWST,5.832,18.267,Gemini,Rx,2.267,Aquarius,Rx
Uranus,10,Station,,,Retrograde,Tr,2002-06-03,08:11:14,AWST,5.833,28.833,Aquarius,Rx,,,
Saturn,1,Trine,MC,10,Leave,Tr-Na,2002-06-03,21:49:32,AWST,5.834,17.683,Gemini,Dir,16.683,Aquarius,Dir
Jupiter,2,Semi-Square,Mercury,4,Leave,Tr-Na,2002-06-06,10:39:45,AWST,5.841,17.6,Cancer,Dir,1.6,Virgo,Dir
Jupiter,2,Quincunx,MC,10,Leave,Tr-Na,2002-06-06,19:31:35,AWST,5.842,17.683,Cancer,Dir,16.683,Aquarius,Dir
Pluto,7,Semi-Square,Uranus,9,Leave,Tr-Na,2002-06-07,16:42:08,AWST,5.845,16.267,Sagittarius,Rx,2.267,Aquarius,Rx
Saturn,1,Sesquiquadrate,Uranus,9,Leave,Tr-Na,2002-06-08,09:29:55,AWST,5.846,18.267,Gemini,Dir,2.267,Aquarius,Rx
Jupiter,2,Semi-Square,ASC,1,Enter,Tr-Na,2002-06-10,05:23:06,AWST,5.851,18.383,Cancer,Dir,4.383,Gemini,Dir
Chiron,8,Square,Saturn,11,Exact,Tr-Na,2002-06-11,18:27:58,AWST,5.856,7.2,Capricorn,Rx,7.2,Aries,Rx
NorthNode,1,Trine,MC,10,Enter,Tr-Na,2002-06-14,00:34:15,AWST,5.862,17.683,Gemini,Rx,16.683,Aquarius,Dir
Jupiter,2,Semi-Square,ASC,1,Exact,Tr-Na,2002-06-14,23:22:44,AWST,5.864,19.383,Cancer,Dir,4.383,Gemini,Dir
Neptune,9,Opposition,Sun,3,Exact,Tr-Na,2002-06-19,09:06:34,AWST,5.877,10.633,Aquarius,Rx,10.633,Leo,Dir
Jupiter,2,Semi-Square,ASC,1,Leave,Tr-Na,2002-06-19,15:43:34,AWST,5.877,20.383,Cancer,Dir,4.383,Gemini,Dir
NorthNode,1,Sesquiquadrate,Uranus,9,Exact,Tr-Na,2002-06-21,21:43:30,AWST,5.883,17.267,Gemini,Rx,2.267,Aquarius,Rx
Chiron,8,Opposition,Mars,2,Enter,Tr-Na,2002-06-26,01:53:05,AWST,5.895,6.3,Capricorn,Rx,5.3,Cancer,Dir
Jupiter,3,Conjunction,HouseCusp,3,HouseChange,Tr-Na,2002-06-26,20:02:59,AWST,5.897,21.95,Cancer,Dir,21.95,Cancer,Dir
Chiron,8,Square,Saturn,11,Leave,Tr-Na,2002-06-27,11:04:35,AWST,5.899,6.2,Capricorn,Rx,7.2,Aries,Rx
Pluto,7,Sextile,MC,10,Leave,Tr-Na,2002-06-30,03:29:06,AWST,5.906,15.683,Sagittarius,Rx,16.683,Aquarius,Dir
NorthNode,1,Trine,MC,10,Exact,Tr-Na,2002-07-02,21:52:45,AWST,5.914,16.683,Gemini,Rx,16.683,Aquarius,Dir
Neptune,9,Sesquiquadrate,Venus,1,Leave,Tr-Na,2002-07-06,11:15:09,AWST,5.923,10.267,Aquarius,Rx,26.267,Gemini,Dir
Chiron,8,Quincunx,ASC,1,Enter,Tr-Na,2002-07-10,05:03:05,AWST,5.934,5.383,Capricorn,Rx,4.383,Gemini,Dir
Jupiter,3,Opposition,Neptune,9,Enter,Tr-Na,2002-07-10,11:19:08,AWST,5.934,24.95,Cancer,Dir,25.95,Capricorn,Rx
NorthNode,1,Sesquiquadrate,Uranus,9,Leave,Tr-Na,2002-07-10,19:05:08,AWST,5.935,16.267,Gemini,Rx,2.267,Aquarius,Rx
Jupiter,3,Trine,Moon,11,Enter,Tr-Na,2002-07-10,23:48:39,AWST,5.936,25.067,Cancer,Dir,26.067,Pisces,Dir
Chiron,8,Opposition,Mars,2,Exact,Tr-Na,2002-07-11,15:54:54,AWST,5.938,5.3,Capricorn,Rx,5.3,Cancer,Dir
Neptune,9,Semi-Square,Moon,11,Leave,Tr-Na,2002-07-14,15:04:48,AWST,5.946,10.067,Aquarius,Rx,26.067,Pisces,Dir
Jupiter,3,Opposition,Neptune,9,Exact,Tr-Na,2002-07-14,22:55:57,AWST,5.947,25.95,Cancer,Dir,25.95,Capricorn,Rx
Neptune,9,Trine,NorthNode,5,Leave,Tr-Na,2002-07-15,02:56:46,AWST,5.947,10.067,Aquarius,Rx,11.067,Libra,Rx
Jupiter,3,Trine,Moon,11,Exact,Tr-Na,2002-07-15,11:23:57,AWST,5.948,26.067,Cancer,Dir,26.067,Pisces,Dir
Neptune,9,Trine,Chiron,5,Leave,Tr-Na,2002-07-17,19:57:04,AWST,5.954,9.983,Aquarius,Rx,10.983,Libra,Dir
Jupiter,3,Opposition,Neptune,9,Leave,Tr-Na,2002-07-19,10:23:49,AWST,5.959,26.95,Cancer,Dir,25.95,Capricorn,Rx
Jupiter,3,Trine,Moon,11,Leave,Tr-Na,2002-07-19,22:51:08,AWST,5.960,27.067,Cancer,Dir,26.067,Pisces,Dir
NorthNode,1,Trine,MC,10,Leave,Tr-Na,2002-07-21,19:11:10,AWST,5.965,15.683,Gemini,Rx,16.683,Aquarius,Dir
Chiron,8,Quincunx,ASC,1,Exact,Tr-Na,2002-07-27,12:28:43,AWST,5.981,4.383,Capricorn,Rx,4.383,Gemini,Dir
Chiron,8,Opposition,Mars,2,Leave,Tr-Na,2002-07-29,07:14:11,AWST,5.986,4.3,Capricorn,Rx,5.3,Cancer,Dir
ASC,1,Quincunx,Jupiter,8,Leave,Sp-Na,2002-07-29,15:20:32,AWST,5.987,10.367,Gemini,Dir,9.367,Capricorn,Rx
Jupiter,3,Trine,Pluto,6,Enter,Tr-Na,2002-07-30,03:09:01,AWST,5.988,29.35,Cancer,Dir,0.35,Sagittarius,Rx
Saturn,1,Semi-Square,Sun,3,Enter,Tr-Na,2002-07-30,05:10:45,AWST,5.988,24.633,Gemini,Dir,10.633,Leo,Dir
Neptune,9,Opposition,Sun,3,Leave,Tr-Na,2002-07-31,08:21:35,AWST,5.991,9.633,Aquarius,Rx,10.633,Leo,Dir
Jupiter,3,Conjunction,Leo,3,SignIngress,Tr-Na,2002-08-02,01:20:15,AWST,5.996,0.0,Leo,Dir,0.0,Leo,Dir
Saturn,1,Quincunx,Neptune,9,Enter,Tr-Na,2002-08-02,06:53:18,AWST,5.997,24.95,Gemini,Dir,25.95,Capricorn,Rx
Saturn,1,Square,Moon,11,Enter,Tr-Na,2002-08-03,09:28:27,AWST,6.000,25.067,Gemini,Dir,26.067,Pisces,Dir
Jupiter,3,Trine,Pluto,6,Exact,Tr-Na,2002-08-03,15:23:02,AWST,6.000,0.35,Leo,Dir,0.35,Sagittarius,Rx
Saturn,1,Conjunction,Venus,1,Enter,Tr-Na,2002-08-05,07:57:36,AWST,6.005,25.267,Gemini,Dir,26.267,Gemini,Dir
Jupiter,3,Opposition,Uranus,9,Enter,Tr-Na,2002-08-07,19:33:53,AWST,6.012,1.267,Leo,Dir,2.267,Aquarius,Rx
Jupiter,3,Trine,Pluto,6,Leave,Tr-Na,2002-08-08,04:13:10,AWST,6.013,1.35,Leo,Dir,0.35,Sagittarius,Rx
Saturn,1,Semi-Square,Sun,3,Exact,Tr-Na,2002-08-08,21:08:40,AWST,6.015,25.633,Gemini,Dir,10.633,Leo,Dir
Uranus,10,Trine,Venus,1,Enter,Tr-Na,2002-08-09,14:23:08,AWST,6.017,27.267,Aquarius,Rx,26.267,Gemini,Dir
Saturn,1,Quincunx,Neptune,9,Exact,Tr-Na,2002-08-12,06:16:55,AWST,6.024,25.95,Gemini,Dir,25.95,Capricorn,Rx
Jupiter,3,Opposition,Uranus,9,Exact,Tr-Na,2002-08-12,09:12:04,AWST,6.024,2.267,Leo,Dir,2.267,Aquarius,Rx
Saturn,1,Square,Moon,11,Exact,Tr-Na,2002-08-13,11:48:42,AWST,6.027,26.067,Gemini,Dir,26.067,Pisces,Dir
Uranus,10,Sesquiquadrate,NorthNode,5,Enter,Tr-Na,2002-08-14,23:54:23,AWST,6.032,27.067,Aquarius,Rx,11.067,Libra,Rx
Saturn,1,Conjunction,Venus,1,Exact,Tr-Na,2002-08-15,15:48:06,AWST,6.033,26.267,Gemini,Dir,26.267,Gemini,Dir
Uranus,10,Sesquiquadrate,Chiron,5,Enter,Tr-Na,2002-08-16,18:02:20,AWST,6.036,26.983,Aquarius,Rx,10.983,Libra,Dir
Jupiter,3,Opposition,Uranus,9,Leave,Tr-Na,2002-08-16,23:56:45,AWST,6.037,3.267,Leo,Dir,2.267,Aquarius,Rx
Jupiter,3,Sextile,ASC,1,Enter,Tr-Na,2002-08-17,13:50:24,AWST,6.039,3.383,Leo,Dir,4.383,Gemini,Dir
